date,canton,atLeastOneDoseTotal,atLeastOneDosePer100,partiallyVaccTotal,partiallyVaccPer100,fullyVaccinatedTotal,fullyVaccinatedPer100
2020-12-21,AG,0,0,0,0,0,0
2020-12-21,AI,0,0,0,0,0,0
2020-12-21,AR,0,0,0,0,0,0
2020-12-21,BE,0,0,0,0,0,0
2020-12-21,BL,0,0,0,0,0,0
2020-12-21,BS,0,0,0,0,0,0
2020-12-21,CH,1,0,0,0,1,0
2020-12-21,CHFL,1,0,0,0,1,0
2020-12-21,FL,0,0,0,0,0,0
2020-12-21,FR,0,0,0,0,0,0
2020-12-21,GE,0,0,0,0,0,0
2020-12-21,GL,0,0,0,0,0,0
2020-12-21,GR,0,0,0,0,0,0
2020-12-21,JU,0,0,0,0,0,0
2020-12-21,LU,0,0,0,0,0,0
2020-12-21,NE,0,0,0,0,0,0
2020-12-21,NW,0,0,0,0,0,0
2020-12-21,OW,0,0,0,0,0,0
2020-12-21,SG,0,0,0,0,0,0
2020-12-21,SH,0,0,0,0,0,0
2020-12-21,SO,0,0,0,0,0,0
2020-12-21,SZ,0,0,0,0,0,0
2020-12-21,TG,0,0,0,0,0,0
2020-12-21,TI,0,0,0,0,0,0
2020-12-21,UR,0,0,0,0,0,0
2020-12-21,VD,1,0,0,0,1,0
2020-12-21,VS,0,0,0,0,0,0
2020-12-21,ZG,0,0,0,0,0,0
2020-12-21,ZH,0,0,0,0,0,0
2020-12-22,AG,0,0,0,0,0,0
2020-12-22,AI,0,0,0,0,0,0
2020-12-22,AR,0,0,0,0,0,0
2020-12-22,BE,0,0,0,0,0,0
2020-12-22,BL,0,0,0,0,0,0
2020-12-22,BS,0,0,0,0,0,0
2020-12-22,CH,3,0,2,0,1,0
2020-12-22,CHFL,3,0,2,0,1,0
2020-12-22,FL,0,0,0,0,0,0
2020-12-22,FR,0,0,0,0,0,0
2020-12-22,GE,0,0,0,0,0,0
2020-12-22,GL,0,0,0,0,0,0
2020-12-22,GR,0,0,0,0,0,0
2020-12-22,JU,0,0,0,0,0,0
2020-12-22,LU,2,0,2,0,0,0
2020-12-22,NE,0,0,0,0,0,0
2020-12-22,NW,0,0,0,0,0,0
2020-12-22,OW,0,0,0,0,0,0
2020-12-22,SG,0,0,0,0,0,0
2020-12-22,SH,0,0,0,0,0,0
2020-12-22,SO,0,0,0,0,0,0
2020-12-22,SZ,0,0,0,0,0,0
2020-12-22,TG,0,0,0,0,0,0
2020-12-22,TI,0,0,0,0,0,0
2020-12-22,UR,0,0,0,0,0,0
2020-12-22,VD,1,0,0,0,1,0
2020-12-22,VS,0,0,0,0,0,0
2020-12-22,ZG,0,0,0,0,0,0
2020-12-22,ZH,0,0,0,0,0,0
2020-12-23,AG,5,0,5,0,0,0
2020-12-23,AI,12,0.07,12,0.07,0,0
2020-12-23,AR,3,0.01,3,0.01,0,0
2020-12-23,BE,0,0,0,0,0,0
2020-12-23,BL,0,0,0,0,0,0
2020-12-23,BS,0,0,0,0,0,0
2020-12-23,CH,405,0,404,0,1,0
2020-12-23,CHFL,405,0,404,0,1,0
2020-12-23,FL,0,0,0,0,0,0
2020-12-23,FR,0,0,0,0,0,0
2020-12-23,GE,0,0,0,0,0,0
2020-12-23,GL,0,0,0,0,0,0
2020-12-23,GR,0,0,0,0,0,0
2020-12-23,JU,0,0,0,0,0,0
2020-12-23,LU,79,0.02,79,0.02,0,0
2020-12-23,NE,0,0,0,0,0,0
2020-12-23,NW,99,0.23,99,0.23,0,0
2020-12-23,OW,0,0,0,0,0,0
2020-12-23,SG,0,0,0,0,0,0
2020-12-23,SH,0,0,0,0,0,0
2020-12-23,SO,0,0,0,0,0,0
2020-12-23,SZ,59,0.04,59,0.04,0,0
2020-12-23,TG,13,0,13,0,0,0
2020-12-23,TI,1,0,1,0,0,0
2020-12-23,UR,0,0,0,0,0,0
2020-12-23,VD,1,0,0,0,1,0
2020-12-23,VS,0,0,0,0,0,0
2020-12-23,ZG,110,0.09,110,0.09,0,0
2020-12-23,ZH,23,0,23,0,0,0
2020-12-24,AG,8,0,8,0,0,0
2020-12-24,AI,41,0.25,41,0.25,0,0
2020-12-24,AR,4,0.01,4,0.01,0,0
2020-12-24,BE,0,0,0,0,0,0
2020-12-24,BL,0,0,0,0,0,0
2020-12-24,BS,0,0,0,0,0,0
2020-12-24,CH,668,0.01,667,0.01,1,0
2020-12-24,CHFL,668,0.01,667,0.01,1,0
2020-12-24,FL,0,0,0,0,0,0
2020-12-24,FR,0,0,0,0,0,0
2020-12-24,GE,0,0,0,0,0,0
2020-12-24,GL,0,0,0,0,0,0
2020-12-24,GR,0,0,0,0,0,0
2020-12-24,JU,0,0,0,0,0,0
2020-12-24,LU,258,0.06,258,0.06,0,0
2020-12-24,NE,0,0,0,0,0,0
2020-12-24,NW,99,0.23,99,0.23,0,0
2020-12-24,OW,0,0,0,0,0,0
2020-12-24,SG,1,0,1,0,0,0
2020-12-24,SH,0,0,0,0,0,0
2020-12-24,SO,0,0,0,0,0,0
2020-12-24,SZ,63,0.04,63,0.04,0,0
2020-12-24,TG,13,0,13,0,0,0
2020-12-24,TI,1,0,1,0,0,0
2020-12-24,UR,0,0,0,0,0,0
2020-12-24,VD,1,0,0,0,1,0
2020-12-24,VS,0,0,0,0,0,0
2020-12-24,ZG,145,0.11,145,0.11,0,0
2020-12-24,ZH,34,0,34,0,0,0
2020-12-25,AG,8,0,8,0,0,0
2020-12-25,AI,41,0.25,41,0.25,0,0
2020-12-25,AR,4,0.01,4,0.01,0,0
2020-12-25,BE,0,0,0,0,0,0
2020-12-25,BL,0,0,0,0,0,0
2020-12-25,BS,0,0,0,0,0,0
2020-12-25,CH,669,0.01,668,0.01,1,0
2020-12-25,CHFL,669,0.01,668,0.01,1,0
2020-12-25,FL,0,0,0,0,0,0
2020-12-25,FR,0,0,0,0,0,0
2020-12-25,GE,0,0,0,0,0,0
2020-12-25,GL,0,0,0,0,0,0
2020-12-25,GR,0,0,0,0,0,0
2020-12-25,JU,0,0,0,0,0,0
2020-12-25,LU,258,0.06,258,0.06,0,0
2020-12-25,NE,0,0,0,0,0,0
2020-12-25,NW,99,0.23,99,0.23,0,0
2020-12-25,OW,0,0,0,0,0,0
2020-12-25,SG,1,0,1,0,0,0
2020-12-25,SH,0,0,0,0,0,0
2020-12-25,SO,0,0,0,0,0,0
2020-12-25,SZ,63,0.04,63,0.04,0,0
2020-12-25,TG,13,0,13,0,0,0
2020-12-25,TI,1,0,1,0,0,0
2020-12-25,UR,0,0,0,0,0,0
2020-12-25,VD,1,0,0,0,1,0
2020-12-25,VS,0,0,0,0,0,0
2020-12-25,ZG,145,0.11,145,0.11,0,0
2020-12-25,ZH,35,0,35,0,0,0
2020-12-26,AG,8,0,8,0,0,0
2020-12-26,AI,41,0.25,41,0.25,0,0
2020-12-26,AR,4,0.01,4,0.01,0,0
2020-12-26,BE,0,0,0,0,0,0
2020-12-26,BL,0,0,0,0,0,0
2020-12-26,BS,0,0,0,0,0,0
2020-12-26,CH,1105,0.01,1104,0.01,1,0
2020-12-26,CHFL,1105,0.01,1104,0.01,1,0
2020-12-26,FL,0,0,0,0,0,0
2020-12-26,FR,0,0,0,0,0,0
2020-12-26,GE,0,0,0,0,0,0
2020-12-26,GL,0,0,0,0,0,0
2020-12-26,GR,0,0,0,0,0,0
2020-12-26,JU,0,0,0,0,0,0
2020-12-26,LU,644,0.15,644,0.15,0,0
2020-12-26,NE,0,0,0,0,0,0
2020-12-26,NW,99,0.23,99,0.23,0,0
2020-12-26,OW,0,0,0,0,0,0
2020-12-26,SG,1,0,1,0,0,0
2020-12-26,SH,0,0,0,0,0,0
2020-12-26,SO,0,0,0,0,0,0
2020-12-26,SZ,113,0.07,113,0.07,0,0
2020-12-26,TG,13,0,13,0,0,0
2020-12-26,TI,1,0,1,0,0,0
2020-12-26,UR,0,0,0,0,0,0
2020-12-26,VD,1,0,0,0,1,0
2020-12-26,VS,0,0,0,0,0,0
2020-12-26,ZG,145,0.11,145,0.11,0,0
2020-12-26,ZH,35,0,35,0,0,0
2020-12-27,AG,8,0,8,0,0,0
2020-12-27,AI,41,0.25,41,0.25,0,0
2020-12-27,AR,4,0.01,4,0.01,0,0
2020-12-27,BE,0,0,0,0,0,0
2020-12-27,BL,0,0,0,0,0,0
2020-12-27,BS,0,0,0,0,0,0
2020-12-27,CH,1105,0.01,1104,0.01,1,0
2020-12-27,CHFL,1105,0.01,1104,0.01,1,0
2020-12-27,FL,0,0,0,0,0,0
2020-12-27,FR,0,0,0,0,0,0
2020-12-27,GE,0,0,0,0,0,0
2020-12-27,GL,0,0,0,0,0,0
2020-12-27,GR,0,0,0,0,0,0
2020-12-27,JU,0,0,0,0,0,0
2020-12-27,LU,644,0.15,644,0.15,0,0
2020-12-27,NE,0,0,0,0,0,0
2020-12-27,NW,99,0.23,99,0.23,0,0
2020-12-27,OW,0,0,0,0,0,0
2020-12-27,SG,1,0,1,0,0,0
2020-12-27,SH,0,0,0,0,0,0
2020-12-27,SO,0,0,0,0,0,0
2020-12-27,SZ,113,0.07,113,0.07,0,0
2020-12-27,TG,13,0,13,0,0,0
2020-12-27,TI,1,0,1,0,0,0
2020-12-27,UR,0,0,0,0,0,0
2020-12-27,VD,1,0,0,0,1,0
2020-12-27,VS,0,0,0,0,0,0
2020-12-27,ZG,145,0.11,145,0.11,0,0
2020-12-27,ZH,35,0,35,0,0,0
2020-12-28,AG,73,0.01,71,0.01,2,0
2020-12-28,AI,41,0.25,41,0.25,0,0
2020-12-28,AR,4,0.01,4,0.01,0,0
2020-12-28,BE,1,0,1,0,0,0
2020-12-28,BL,64,0.02,64,0.02,0,0
2020-12-28,BS,619,0.31,619,0.31,0,0
2020-12-28,CH,2700,0.03,2697,0.03,3,0
2020-12-28,CHFL,2700,0.03,2697,0.03,3,0
2020-12-28,FL,0,0,0,0,0,0
2020-12-28,FR,134,0.04,134,0.04,0,0
2020-12-28,GE,16,0,16,0,0,0
2020-12-28,GL,0,0,0,0,0,0
2020-12-28,GR,0,0,0,0,0,0
2020-12-28,JU,0,0,0,0,0,0
2020-12-28,LU,1024,0.25,1024,0.25,0,0
2020-12-28,NE,47,0.03,47,0.03,0,0
2020-12-28,NW,177,0.41,177,0.41,0,0
2020-12-28,OW,1,0,1,0,0,0
2020-12-28,SG,3,0,3,0,0,0
2020-12-28,SH,0,0,0,0,0,0
2020-12-28,SO,8,0,8,0,0,0
2020-12-28,SZ,214,0.13,214,0.13,0,0
2020-12-28,TG,61,0.02,61,0.02,0,0
2020-12-28,TI,1,0,1,0,0,0
2020-12-28,UR,0,0,0,0,0,0
2020-12-28,VD,1,0,0,0,1,0
2020-12-28,VS,6,0,6,0,0,0
2020-12-28,ZG,145,0.11,145,0.11,0,0
2020-12-28,ZH,60,0,60,0,0,0
2020-12-29,AG,126,0.02,124,0.02,2,0
2020-12-29,AI,41,0.25,41,0.25,0,0
2020-12-29,AR,4,0.01,4,0.01,0,0
2020-12-29,BE,3,0,3,0,0,0
2020-12-29,BL,122,0.04,122,0.04,0,0
2020-12-29,BS,1279,0.65,1278,0.65,1,0
2020-12-29,CH,4363,0.05,4357,0.05,6,0
2020-12-29,CHFL,4363,0.05,4357,0.05,6,0
2020-12-29,FL,0,0,0,0,0,0
2020-12-29,FR,333,0.1,333,0.1,0,0
2020-12-29,GE,42,0.01,42,0.01,0,0
2020-12-29,GL,0,0,0,0,0,0
2020-12-29,GR,0,0,0,0,0,0
2020-12-29,JU,0,0,0,0,0,0
2020-12-29,LU,1180,0.28,1180,0.28,0,0
2020-12-29,NE,148,0.08,148,0.08,0,0
2020-12-29,NW,178,0.41,178,0.41,0,0
2020-12-29,OW,1,0,1,0,0,0
2020-12-29,SG,12,0,12,0,0,0
2020-12-29,SH,93,0.11,93,0.11,0,0
2020-12-29,SO,119,0.04,119,0.04,0,0
2020-12-29,SZ,219,0.14,219,0.14,0,0
2020-12-29,TG,151,0.05,151,0.05,0,0
2020-12-29,TI,1,0,1,0,0,0
2020-12-29,UR,2,0.01,2,0.01,0,0
2020-12-29,VD,11,0,10,0,1,0
2020-12-29,VS,13,0,13,0,0,0
2020-12-29,ZG,177,0.14,176,0.14,1,0
2020-12-29,ZH,108,0.01,107,0.01,1,0
2020-12-30,AG,192,0.03,190,0.03,2,0
2020-12-30,AI,41,0.25,41,0.25,0,0
2020-12-30,AR,5,0.01,4,0.01,1,0
2020-12-30,BE,5,0,5,0,0,0
2020-12-30,BL,263,0.09,263,0.09,0,0
2020-12-30,BS,2181,1.11,2180,1.11,1,0
2020-12-30,CH,6022,0.07,6015,0.07,7,0
2020-12-30,CHFL,6022,0.07,6015,0.07,7,0
2020-12-30,FL,0,0,0,0,0,0
2020-12-30,FR,536,0.16,536,0.16,0,0
2020-12-30,GE,56,0.01,56,0.01,0,0
2020-12-30,GL,0,0,0,0,0,0
2020-12-30,GR,1,0,1,0,0,0
2020-12-30,JU,0,0,0,0,0,0
2020-12-30,LU,1218,0.29,1218,0.29,0,0
2020-12-30,NE,210,0.12,210,0.12,0,0
2020-12-30,NW,179,0.41,179,0.41,0,0
2020-12-30,OW,1,0,1,0,0,0
2020-12-30,SG,14,0,14,0,0,0
2020-12-30,SH,93,0.11,93,0.11,0,0
2020-12-30,SO,150,0.05,150,0.05,0,0
2020-12-30,SZ,224,0.14,224,0.14,0,0
2020-12-30,TG,194,0.07,194,0.07,0,0
2020-12-30,TI,3,0,3,0,0,0
2020-12-30,UR,2,0.01,2,0.01,0,0
2020-12-30,VD,86,0.01,85,0.01,1,0
2020-12-30,VS,25,0.01,25,0.01,0,0
2020-12-30,ZG,205,0.16,204,0.16,1,0
2020-12-30,ZH,138,0.01,137,0.01,1,0
2020-12-31,AG,192,0.03,190,0.03,2,0
2020-12-31,AI,41,0.25,41,0.25,0,0
2020-12-31,AR,5,0.01,4,0.01,1,0
2020-12-31,BE,5,0,5,0,0,0
2020-12-31,BL,263,0.09,263,0.09,0,0
2020-12-31,BS,2181,1.11,2180,1.11,1,0
2020-12-31,CH,6274,0.07,6266,0.07,8,0
2020-12-31,CHFL,6274,0.07,6266,0.07,8,0
2020-12-31,FL,0,0,0,0,0,0
2020-12-31,FR,734,0.23,734,0.23,0,0
2020-12-31,GE,56,0.01,56,0.01,0,0
2020-12-31,GL,0,0,0,0,0,0
2020-12-31,GR,1,0,1,0,0,0
2020-12-31,JU,0,0,0,0,0,0
2020-12-31,LU,1218,0.29,1218,0.29,0,0
2020-12-31,NE,210,0.12,210,0.12,0,0
2020-12-31,NW,179,0.41,179,0.41,0,0
2020-12-31,OW,1,0,1,0,0,0
2020-12-31,SG,14,0,14,0,0,0
2020-12-31,SH,93,0.11,93,0.11,0,0
2020-12-31,SO,150,0.05,150,0.05,0,0
2020-12-31,SZ,275,0.17,275,0.17,0,0
2020-12-31,TG,194,0.07,194,0.07,0,0
2020-12-31,TI,3,0,3,0,0,0
2020-12-31,UR,2,0.01,2,0.01,0,0
2020-12-31,VD,86,0.01,85,0.01,1,0
2020-12-31,VS,27,0.01,26,0.01,1,0
2020-12-31,ZG,205,0.16,204,0.16,1,0
2020-12-31,ZH,139,0.01,138,0.01,1,0
2021-01-01,AG,193,0.03,191,0.03,2,0
2021-01-01,AI,41,0.25,41,0.25,0,0
2021-01-01,AR,5,0.01,4,0.01,1,0
2021-01-01,BE,5,0,5,0,0,0
2021-01-01,BL,263,0.09,263,0.09,0,0
2021-01-01,BS,2181,1.11,2180,1.11,1,0
2021-01-01,CH,6280,0.07,6271,0.07,9,0
2021-01-01,CHFL,6280,0.07,6271,0.07,9,0
2021-01-01,FL,0,0,0,0,0,0
2021-01-01,FR,735,0.23,735,0.23,0,0
2021-01-01,GE,56,0.01,56,0.01,0,0
2021-01-01,GL,1,0,1,0,0,0
2021-01-01,GR,1,0,1,0,0,0
2021-01-01,JU,0,0,0,0,0,0
2021-01-01,LU,1218,0.29,1218,0.29,0,0
2021-01-01,NE,210,0.12,210,0.12,0,0
2021-01-01,NW,179,0.41,179,0.41,0,0
2021-01-01,OW,1,0,1,0,0,0
2021-01-01,SG,14,0,13,0,1,0
2021-01-01,SH,93,0.11,93,0.11,0,0
2021-01-01,SO,150,0.05,150,0.05,0,0
2021-01-01,SZ,275,0.17,275,0.17,0,0
2021-01-01,TG,194,0.07,194,0.07,0,0
2021-01-01,TI,3,0,3,0,0,0
2021-01-01,UR,2,0.01,2,0.01,0,0
2021-01-01,VD,86,0.01,85,0.01,1,0
2021-01-01,VS,28,0.01,27,0.01,1,0
2021-01-01,ZG,205,0.16,204,0.16,1,0
2021-01-01,ZH,141,0.01,140,0.01,1,0
2021-01-02,AG,194,0.03,192,0.03,2,0
2021-01-02,AI,41,0.25,41,0.25,0,0
2021-01-02,AR,5,0.01,4,0.01,1,0
2021-01-02,BE,5,0,5,0,0,0
2021-01-02,BL,264,0.09,264,0.09,0,0
2021-01-02,BS,2181,1.11,2180,1.11,1,0
2021-01-02,CH,6283,0.07,6274,0.07,9,0
2021-01-02,CHFL,6283,0.07,6274,0.07,9,0
2021-01-02,FL,0,0,0,0,0,0
2021-01-02,FR,735,0.23,735,0.23,0,0
2021-01-02,GE,56,0.01,56,0.01,0,0
2021-01-02,GL,1,0,1,0,0,0
2021-01-02,GR,1,0,1,0,0,0
2021-01-02,JU,0,0,0,0,0,0
2021-01-02,LU,1218,0.29,1218,0.29,0,0
2021-01-02,NE,210,0.12,210,0.12,0,0
2021-01-02,NW,179,0.41,179,0.41,0,0
2021-01-02,OW,1,0,1,0,0,0
2021-01-02,SG,14,0,13,0,1,0
2021-01-02,SH,93,0.11,93,0.11,0,0
2021-01-02,SO,150,0.05,150,0.05,0,0
2021-01-02,SZ,275,0.17,275,0.17,0,0
2021-01-02,TG,194,0.07,194,0.07,0,0
2021-01-02,TI,3,0,3,0,0,0
2021-01-02,UR,2,0.01,2,0.01,0,0
2021-01-02,VD,86,0.01,85,0.01,1,0
2021-01-02,VS,29,0.01,28,0.01,1,0
2021-01-02,ZG,205,0.16,204,0.16,1,0
2021-01-02,ZH,141,0.01,140,0.01,1,0
2021-01-03,AG,194,0.03,192,0.03,2,0
2021-01-03,AI,41,0.25,41,0.25,0,0
2021-01-03,AR,5,0.01,4,0.01,1,0
2021-01-03,BE,6,0,6,0,0,0
2021-01-03,BL,264,0.09,264,0.09,0,0
2021-01-03,BS,2181,1.11,2180,1.11,1,0
2021-01-03,CH,6284,0.07,6275,0.07,9,0
2021-01-03,CHFL,6284,0.07,6275,0.07,9,0
2021-01-03,FL,0,0,0,0,0,0
2021-01-03,FR,735,0.23,735,0.23,0,0
2021-01-03,GE,56,0.01,56,0.01,0,0
2021-01-03,GL,1,0,1,0,0,0
2021-01-03,GR,1,0,1,0,0,0
2021-01-03,JU,0,0,0,0,0,0
2021-01-03,LU,1218,0.29,1218,0.29,0,0
2021-01-03,NE,210,0.12,210,0.12,0,0
2021-01-03,NW,179,0.41,179,0.41,0,0
2021-01-03,OW,1,0,1,0,0,0
2021-01-03,SG,14,0,13,0,1,0
2021-01-03,SH,93,0.11,93,0.11,0,0
2021-01-03,SO,150,0.05,150,0.05,0,0
2021-01-03,SZ,275,0.17,275,0.17,0,0
2021-01-03,TG,194,0.07,194,0.07,0,0
2021-01-03,TI,3,0,3,0,0,0
2021-01-03,UR,2,0.01,2,0.01,0,0
2021-01-03,VD,86,0.01,85,0.01,1,0
2021-01-03,VS,29,0.01,28,0.01,1,0
2021-01-03,ZG,205,0.16,204,0.16,1,0
2021-01-03,ZH,141,0.01,140,0.01,1,0
2021-01-04,AG,197,0.03,195,0.03,2,0
2021-01-04,AI,60,0.37,60,0.37,0,0
2021-01-04,AR,94,0.17,93,0.17,1,0
2021-01-04,BE,15,0,15,0,0,0
2021-01-04,BL,508,0.17,508,0.17,0,0
2021-01-04,BS,2695,1.37,2694,1.37,1,0
2021-01-04,CH,9901,0.11,9891,0.11,10,0
2021-01-04,CHFL,9903,0.11,9893,0.11,10,0
2021-01-04,FL,2,0.01,2,0.01,0,0
2021-01-04,FR,739,0.23,739,0.23,0,0
2021-01-04,GE,112,0.02,112,0.02,0,0
2021-01-04,GL,2,0,2,0,0,0
2021-01-04,GR,38,0.02,38,0.02,0,0
2021-01-04,JU,151,0.2,151,0.2,0,0
2021-01-04,LU,1218,0.29,1218,0.29,0,0
2021-01-04,NE,255,0.14,255,0.14,0,0
2021-01-04,NW,180,0.41,179,0.41,1,0
2021-01-04,OW,23,0.06,23,0.06,0,0
2021-01-04,SG,19,0,18,0,1,0
2021-01-04,SH,94,0.11,94,0.11,0,0
2021-01-04,SO,826,0.3,826,0.3,0,0
2021-01-04,SZ,275,0.17,275,0.17,0,0
2021-01-04,TG,207,0.07,207,0.07,0,0
2021-01-04,TI,1433,0.41,1433,0.41,0,0
2021-01-04,UR,41,0.11,41,0.11,0,0
2021-01-04,VD,86,0.01,85,0.01,1,0
2021-01-04,VS,203,0.06,202,0.06,1,0
2021-01-04,ZG,205,0.16,204,0.16,1,0
2021-01-04,ZH,225,0.01,224,0.01,1,0
2021-01-05,AG,672,0.1,669,0.1,3,0
2021-01-05,AI,203,1.25,203,1.25,0,0
2021-01-05,AR,346,0.63,345,0.62,1,0
2021-01-05,BE,48,0,48,0,0,0
2021-01-05,BL,735,0.25,735,0.25,0,0
2021-01-05,BS,3177,1.61,3176,1.61,1,0
2021-01-05,CH,16995,0.2,16984,0.2,11,0
2021-01-05,CHFL,16997,0.2,16986,0.2,11,0
2021-01-05,FL,2,0.01,2,0.01,0,0
2021-01-05,FR,846,0.26,846,0.26,0,0
2021-01-05,GE,652,0.13,652,0.13,0,0
2021-01-05,GL,75,0.18,75,0.18,0,0
2021-01-05,GR,139,0.07,139,0.07,0,0
2021-01-05,JU,200,0.27,200,0.27,0,0
2021-01-05,LU,1843,0.44,1843,0.44,0,0
2021-01-05,NE,358,0.2,358,0.2,0,0
2021-01-05,NW,288,0.66,287,0.66,1,0
2021-01-05,OW,160,0.42,160,0.42,0,0
2021-01-05,SG,31,0.01,30,0.01,1,0
2021-01-05,SH,277,0.33,277,0.33,0,0
2021-01-05,SO,1282,0.46,1282,0.46,0,0
2021-01-05,SZ,513,0.32,513,0.32,0,0
2021-01-05,TG,350,0.12,350,0.12,0,0
2021-01-05,TI,3238,0.92,3238,0.92,0,0
2021-01-05,UR,92,0.25,92,0.25,0,0
2021-01-05,VD,88,0.01,87,0.01,1,0
2021-01-05,VS,585,0.17,584,0.17,1,0
2021-01-05,ZG,208,0.16,207,0.16,1,0
2021-01-05,ZH,589,0.04,588,0.04,1,0
2021-01-06,AG,1152,0.17,1149,0.17,3,0
2021-01-06,AI,270,1.66,270,1.66,0,0
2021-01-06,AR,511,0.92,508,0.92,3,0.01
2021-01-06,BE,74,0.01,74,0.01,0,0
2021-01-06,BL,1056,0.36,1056,0.36,0,0
2021-01-06,BS,3810,1.94,3809,1.94,1,0
2021-01-06,CH,22666,0.26,22651,0.26,15,0
2021-01-06,CHFL,22671,0.26,22656,0.26,15,0
2021-01-06,FL,5,0.01,5,0.01,0,0
2021-01-06,FR,1083,0.33,1083,0.33,0,0
2021-01-06,GE,1210,0.24,1210,0.24,0,0
2021-01-06,GL,110,0.27,110,0.27,0,0
2021-01-06,GR,251,0.13,251,0.13,0,0
2021-01-06,JU,288,0.39,288,0.39,0,0
2021-01-06,LU,2216,0.53,2216,0.53,0,0
2021-01-06,NE,466,0.26,466,0.26,0,0
2021-01-06,NW,309,0.71,308,0.71,1,0
2021-01-06,OW,255,0.67,255,0.67,0,0
2021-01-06,SG,162,0.03,161,0.03,1,0
2021-01-06,SH,373,0.45,373,0.45,0,0
2021-01-06,SO,1965,0.71,1965,0.71,0,0
2021-01-06,SZ,521,0.32,521,0.32,0,0
2021-01-06,TG,456,0.16,456,0.16,0,0
2021-01-06,TI,3959,1.13,3959,1.13,0,0
2021-01-06,UR,92,0.25,92,0.25,0,0
2021-01-06,VD,90,0.01,89,0.01,1,0
2021-01-06,VS,760,0.22,758,0.22,2,0
2021-01-06,ZG,252,0.2,251,0.19,1,0
2021-01-06,ZH,975,0.06,973,0.06,2,0
2021-01-07,AG,1845,0.27,1841,0.27,4,0
2021-01-07,AI,301,1.85,301,1.85,0,0
2021-01-07,AR,710,1.28,705,1.27,5,0.01
2021-01-07,BE,91,0.01,91,0.01,0,0
2021-01-07,BL,1582,0.54,1582,0.54,0,0
2021-01-07,BS,3814,1.94,3813,1.94,1,0
2021-01-07,CH,29748,0.34,29727,0.34,21,0
2021-01-07,CHFL,29754,0.34,29733,0.34,21,0
2021-01-07,FL,6,0.02,6,0.02,0,0
2021-01-07,FR,1157,0.36,1157,0.36,0,0
2021-01-07,GE,1905,0.38,1905,0.38,0,0
2021-01-07,GL,279,0.68,279,0.68,0,0
2021-01-07,GR,330,0.16,329,0.16,1,0
2021-01-07,JU,411,0.56,411,0.56,0,0
2021-01-07,LU,2983,0.72,2983,0.72,0,0
2021-01-07,NE,566,0.32,565,0.32,1,0
2021-01-07,NW,415,0.95,414,0.95,1,0
2021-01-07,OW,356,0.93,356,0.93,0,0
2021-01-07,SG,321,0.06,320,0.06,1,0
2021-01-07,SH,715,0.86,715,0.86,0,0
2021-01-07,SO,2496,0.9,2496,0.9,0,0
2021-01-07,SZ,608,0.37,608,0.37,0,0
2021-01-07,TG,710,0.25,710,0.25,0,0
2021-01-07,TI,4747,1.35,4747,1.35,0,0
2021-01-07,UR,227,0.62,227,0.62,0,0
2021-01-07,VD,186,0.02,185,0.02,1,0
2021-01-07,VS,1162,0.33,1160,0.33,2,0
2021-01-07,ZG,367,0.28,366,0.28,1,0
2021-01-07,ZH,1464,0.09,1461,0.09,3,0
2021-01-08,AG,2475,0.36,2471,0.36,4,0
2021-01-08,AI,329,2.02,329,2.02,0,0
2021-01-08,AR,743,1.34,738,1.33,5,0.01
2021-01-08,BE,106,0.01,106,0.01,0,0
2021-01-08,BL,1909,0.66,1908,0.66,1,0
2021-01-08,BS,3821,1.94,3820,1.94,1,0
2021-01-08,CH,37633,0.43,37601,0.43,32,0
2021-01-08,CHFL,37639,0.43,37607,0.43,32,0
2021-01-08,FL,6,0.02,6,0.02,0,0
2021-01-08,FR,1279,0.39,1279,0.39,0,0
2021-01-08,GE,2609,0.52,2609,0.52,0,0
2021-01-08,GL,349,0.85,349,0.85,0,0
2021-01-08,GR,644,0.32,643,0.32,1,0
2021-01-08,JU,511,0.69,511,0.69,0,0
2021-01-08,LU,4130,0.99,4130,0.99,0,0
2021-01-08,NE,611,0.35,610,0.35,1,0
2021-01-08,NW,556,1.28,554,1.27,2,0
2021-01-08,OW,485,1.27,485,1.27,0,0
2021-01-08,SG,459,0.09,458,0.09,1,0
2021-01-08,SH,1107,1.33,1107,1.33,0,0
2021-01-08,SO,3003,1.08,3003,1.08,0,0
2021-01-08,SZ,970,0.6,970,0.6,0,0
2021-01-08,TG,916,0.32,916,0.32,0,0
2021-01-08,TI,6155,1.75,6155,1.75,0,0
2021-01-08,UR,371,1.01,371,1.01,0,0
2021-01-08,VD,291,0.04,281,0.03,10,0
2021-01-08,VS,1321,0.38,1319,0.38,2,0
2021-01-08,ZG,553,0.43,552,0.43,1,0
2021-01-08,ZH,1930,0.12,1927,0.12,3,0
2021-01-09,AG,2693,0.39,2687,0.39,6,0
2021-01-09,AI,329,2.02,329,2.02,0,0
2021-01-09,AR,743,1.34,738,1.33,5,0.01
2021-01-09,BE,121,0.01,121,0.01,0,0
2021-01-09,BL,1913,0.66,1912,0.66,1,0
2021-01-09,BS,3825,1.94,3824,1.94,1,0
2021-01-09,CH,39753,0.46,39718,0.46,35,0
2021-01-09,CHFL,39759,0.46,39724,0.46,35,0
2021-01-09,FL,6,0.02,6,0.02,0,0
2021-01-09,FR,1286,0.4,1286,0.4,0,0
