date,canton,atLeastOneDoseTotal,atLeastOneDosePer100,partiallyVaccTotal,partiallyVaccPer100,fullyVaccinatedTotal,fullyVaccinatedPer100
2021-06-15,GE,227985,45.03,76515,15.11,151470,29.91
2021-06-15,GL,15640,38.29,3091,7.57,12549,30.72
2021-06-15,GR,86374,43.17,28550,14.27,57824,28.9
2021-06-15,JU,32105,43.56,12755,17.3,19350,26.25
2021-06-15,LU,174248,41.85,51967,12.48,122281,29.37
2021-06-15,NE,78802,44.8,30980,17.61,47822,27.19
2021-06-15,NW,18102,41.59,5239,12.04,12863,29.56
2021-06-15,OW,14842,38.95,3804,9.98,11038,28.97
2021-06-15,SG,219929,42.75,90361,17.56,129568,25.18
2021-06-15,SH,38984,46.91,13214,15.9,25770,31.01
2021-06-15,SO,125441,45.21,45577,16.43,79864,28.78
2021-06-15,SZ,65066,40.13,19496,12.02,45570,28.1
2021-06-15,TG,125255,44.27,44831,15.85,80424,28.43
2021-06-15,TI,160937,45.85,42373,12.07,118564,33.78
2021-06-15,UR,16424,44.61,4615,12.53,11809,32.07
2021-06-15,VD,361250,44.34,127359,15.63,233891,28.71
2021-06-15,VS,155238,44.54,50380,14.46,104858,30.09
2021-06-15,ZG,58645,45.53,21948,17.04,36697,28.49
2021-06-15,ZH,715644,46.07,259845,16.73,455799,29.34
2021-06-16,AG,309064,44.53,107784,15.53,201280,29
2021-06-16,AI,6392,39.23,1887,11.58,4505,27.65
2021-06-16,AR,22691,41.03,6580,11.9,16111,29.13
2021-06-16,BE,485448,46.54,143057,13.71,342391,32.82
2021-06-16,BL,138077,47.45,40017,13.75,98060,33.7
2021-06-16,BS,90881,46.19,29881,15.19,61000,31.01
2021-06-16,CH,3919465,45.21,1314776,15.16,2604689,30.04
2021-06-16,CHFL,3937581,45.21,1321946,15.18,2615635,30.03
2021-06-16,FL,18116,46.39,7170,18.36,10946,28.03
2021-06-16,FR,142670,43.83,57248,17.59,85422,26.24
2021-06-16,GE,228654,45.16,74262,14.67,154392,30.49
2021-06-16,GL,16113,39.44,3371,8.25,12742,31.19
2021-06-16,GR,87182,43.57,28397,14.19,58785,29.38
2021-06-16,JU,32410,43.97,12646,17.16,19764,26.81
2021-06-16,LU,176000,42.27,50971,12.24,125029,30.03
2021-06-16,NE,80286,45.64,31937,18.16,48349,27.49
2021-06-16,NW,18282,42.01,5194,11.93,13088,30.07
2021-06-16,OW,15167,39.8,4101,10.76,11066,29.04
2021-06-16,SG,222863,43.32,89808,17.46,133055,25.86
2021-06-16,SH,39420,47.43,13365,16.08,26055,31.35
2021-06-16,SO,127492,45.95,45617,16.44,81875,29.51
2021-06-16,SZ,65744,40.54,19359,11.94,46385,28.6
2021-06-16,TG,125543,44.38,43733,15.46,81810,28.92
2021-06-16,TI,163515,46.59,42900,12.22,120615,34.36
2021-06-16,UR,16506,44.83,4419,12,12087,32.83
2021-06-16,VD,365969,44.92,126918,15.58,239051,29.34
2021-06-16,VS,156766,44.98,49427,14.18,107339,30.8
2021-06-16,ZG,59430,46.14,22170,17.21,37260,28.93
2021-06-16,ZH,726900,46.79,259727,16.72,467173,30.07
2021-06-17,AG,313725,45.2,109142,15.72,204583,29.48
2021-06-17,AI,6411,39.35,1860,11.42,4551,27.93
2021-06-17,AR,22774,41.18,6146,11.11,16628,30.06
2021-06-17,BE,491981,47.16,142257,13.64,349724,33.53
2021-06-17,BL,139657,48,38409,13.2,101248,34.8
2021-06-17,BS,91714,46.62,29245,14.87,62469,31.75
2021-06-17,CH,3970925,45.8,1308237,15.09,2662688,30.71
2021-06-17,CHFL,3989328,45.81,1315429,15.1,2673899,30.7
2021-06-17,FL,18403,47.12,7192,18.42,11211,28.71
2021-06-17,FR,145112,44.58,57769,17.75,87343,26.83
2021-06-17,GE,232405,45.9,74325,14.68,158080,31.22
2021-06-17,GL,16171,39.59,2887,7.07,13284,32.52
2021-06-17,GR,87866,43.91,28115,14.05,59751,29.86
2021-06-17,JU,32696,44.36,12549,17.03,20147,27.33
2021-06-17,LU,177763,42.7,49802,11.96,127961,30.73
2021-06-17,NE,81895,46.56,33024,18.77,48871,27.78
2021-06-17,NW,18393,42.26,5011,11.51,13382,30.75
2021-06-17,OW,15203,39.89,3684,9.67,11519,30.23
2021-06-17,SG,225008,43.73,87776,17.06,137232,26.67
2021-06-17,SH,39873,47.98,13520,16.27,26353,31.71
2021-06-17,SO,129674,46.74,45620,16.44,84054,30.29
2021-06-17,SZ,66401,40.95,19225,11.86,47176,29.09
2021-06-17,TG,125818,44.47,42646,15.07,83172,29.4
2021-06-17,TI,166100,47.32,43602,12.42,122498,34.9
2021-06-17,UR,16559,44.97,4186,11.37,12373,33.6
2021-06-17,VD,370213,45.44,125609,15.42,244604,30.02
2021-06-17,VS,158695,45.54,48673,13.97,110022,31.57
2021-06-17,ZG,60082,46.65,22084,17.15,37998,29.5
2021-06-17,ZH,738736,47.56,261071,16.81,477665,30.75
2021-06-18,AG,317723,45.78,109908,15.84,207815,29.94
2021-06-18,AI,6416,39.38,1837,11.27,4579,28.1
2021-06-18,AR,22935,41.47,5920,10.7,17015,30.76
2021-06-18,BE,498118,47.75,141552,13.57,356566,34.18
2021-06-18,BL,141131,48.5,36570,12.57,104561,35.94
2021-06-18,BS,93140,47.34,29768,15.13,63372,32.21
2021-06-18,CH,4019229,46.36,1299090,14.98,2720139,31.37
2021-06-18,CHFL,4037918,46.36,1306272,15,2731646,31.36
2021-06-18,FL,18689,47.85,7182,18.39,11507,29.46
2021-06-18,FR,147435,45.3,58102,17.85,89333,27.45
2021-06-18,GE,235909,46.59,74095,14.63,161814,31.96
2021-06-18,GL,16420,40.19,2851,6.98,13569,33.22
2021-06-18,GR,88582,44.27,26510,13.25,62072,31.02
2021-06-18,JU,32895,44.63,12231,16.59,20664,28.03
2021-06-18,LU,179600,43.14,48825,11.73,130775,31.41
2021-06-18,NE,83194,47.3,33757,19.19,49437,28.11
2021-06-18,NW,18718,43.01,5025,11.55,13693,31.46
2021-06-18,OW,15224,39.95,3282,8.61,11942,31.34
2021-06-18,SG,226372,44,85323,16.58,141049,27.41
2021-06-18,SH,40274,48.46,13448,16.18,26826,32.28
2021-06-18,SO,131769,47.49,45983,16.57,85786,30.92
2021-06-18,SZ,66964,41.3,19022,11.73,47942,29.57
2021-06-18,TG,126150,44.59,41592,14.7,84558,29.89
2021-06-18,TI,168514,48.01,43981,12.53,124533,35.48
2021-06-18,UR,16645,45.21,3988,10.83,12657,34.38
2021-06-18,VD,374472,45.96,124508,15.28,249964,30.68
2021-06-18,VS,160869,46.16,48725,13.98,112144,32.18
2021-06-18,ZG,60716,47.14,22010,17.09,38706,30.05
2021-06-18,ZH,749044,48.22,260277,16.76,488767,31.46
2021-06-19,AG,319732,46.07,109476,15.77,210256,30.29
2021-06-19,AI,6425,39.43,1825,11.2,4600,28.23
2021-06-19,AR,23116,41.79,5849,10.58,17267,31.22
2021-06-19,BE,502194,48.14,143723,13.78,358471,34.36
2021-06-19,BL,141177,48.52,36471,12.53,104706,35.99
2021-06-19,BS,94239,47.9,29949,15.22,64290,32.68
2021-06-19,CH,4054060,46.76,1303508,15.03,2750552,31.72
2021-06-19,CHFL,4072749,46.76,1310690,15.05,2762059,31.71
2021-06-19,FL,18689,47.85,7182,18.39,11507,29.46
2021-06-19,FR,149417,45.9,58473,17.96,90944,27.94
2021-06-19,GE,238220,47.05,73714,14.56,164506,32.49
2021-06-19,GL,16432,40.22,2863,7.01,13569,33.22
2021-06-19,GR,89238,44.6,26198,13.09,63040,31.5
2021-06-19,JU,33021,44.8,12060,16.36,20961,28.44
2021-06-19,LU,180628,43.38,47603,11.43,133025,31.95
2021-06-19,NE,83953,47.73,34331,19.52,49622,28.21
2021-06-19,NW,18732,43.04,5033,11.56,13699,31.48
2021-06-19,OW,15240,39.99,3292,8.64,11948,31.35
2021-06-19,SG,227342,44.19,84402,16.4,142940,27.78
2021-06-19,SH,40708,48.98,13542,16.29,27166,32.69
2021-06-19,SO,132063,47.6,44471,16.03,87592,31.57
2021-06-19,SZ,67837,41.83,18931,11.67,48906,30.16
2021-06-19,TG,126312,44.65,40492,14.31,85820,30.33
2021-06-19,TI,170655,48.62,44215,12.6,126440,36.02
2021-06-19,UR,16696,45.35,3884,10.55,12812,34.8
2021-06-19,VD,376641,46.23,124492,15.28,252149,30.95
2021-06-19,VS,161692,46.4,47580,13.65,114112,32.74
2021-06-19,ZG,61227,47.54,21926,17.02,39301,30.51
2021-06-19,ZH,761123,49,268713,17.3,492410,31.7
2021-06-20,AG,320955,46.24,110564,15.93,210391,30.31
2021-06-20,AI,6425,39.43,1825,11.2,4600,28.23
2021-06-20,AR,23116,41.79,5849,10.58,17267,31.22
2021-06-20,BE,502778,48.2,143163,13.72,359615,34.47
2021-06-20,BL,141180,48.52,36463,12.53,104717,35.99
2021-06-20,BS,95108,48.34,29832,15.16,65276,33.18
2021-06-20,CH,4063894,46.87,1301293,15.01,2762601,31.86
2021-06-20,CHFL,4082583,46.88,1308475,15.02,2774108,31.85
2021-06-20,FL,18689,47.85,7182,18.39,11507,29.46
2021-06-20,FR,151167,46.44,58369,17.93,92798,28.51
2021-06-20,GE,238224,47.05,73717,14.56,164507,32.49
2021-06-20,GL,16435,40.23,2866,7.02,13569,33.22
2021-06-20,GR,89266,44.61,26094,13.04,63172,31.57
2021-06-20,JU,33021,44.8,12060,16.36,20961,28.44
2021-06-20,LU,181346,43.56,47084,11.31,134262,32.25
2021-06-20,NE,83954,47.73,34332,19.52,49622,28.21
2021-06-20,NW,18734,43.05,5032,11.56,13702,31.48
2021-06-20,OW,15241,39.99,3292,8.64,11949,31.36
2021-06-20,SG,227352,44.19,84401,16.4,142951,27.78
2021-06-20,SH,41080,49.43,13597,16.36,27483,33.07
2021-06-20,SO,132078,47.6,44468,16.03,87610,31.58
2021-06-20,SZ,68436,42.2,18467,11.39,49969,30.82
2021-06-20,TG,126470,44.7,39528,13.97,86942,30.73
2021-06-20,TI,172386,49.11,44068,12.56,128318,36.56
2021-06-20,UR,16719,45.41,3805,10.33,12914,35.07
2021-06-20,VD,377640,46.35,124474,15.28,253166,31.07
2021-06-20,VS,161699,46.4,47582,13.65,114117,32.74
2021-06-20,ZG,61643,47.86,21720,16.86,39923,31
2021-06-20,ZH,761441,49.02,268641,17.29,492800,31.72
2021-06-21,AG,323712,46.64,109580,15.79,214132,30.85
2021-06-21,AI,6425,39.43,1822,11.18,4603,28.25
2021-06-21,AR,23326,42.17,5897,10.66,17429,31.51
2021-06-21,BE,510546,48.94,146992,14.09,363554,34.85
2021-06-21,BL,142726,49.05,35020,12.04,107706,37.02
2021-06-21,BS,95845,48.72,29446,14.97,66399,33.75
2021-06-21,CH,4110709,47.41,1302933,15.03,2807776,32.38
2021-06-21,CHFL,4129399,47.41,1310115,15.04,2819284,32.37
2021-06-21,FL,18690,47.86,7182,18.39,11508,29.47
2021-06-21,FR,152719,46.92,57693,17.72,95026,29.19
2021-06-21,GE,242044,47.8,74329,14.68,167715,33.12
2021-06-21,GL,16836,41.21,3142,7.69,13694,33.52
2021-06-21,GR,91426,45.69,27731,13.86,63695,31.83
2021-06-21,JU,33156,44.98,11701,15.87,21455,29.11
2021-06-21,LU,182774,43.9,45299,10.88,137475,33.02
2021-06-21,NE,84999,48.32,34652,19.7,50347,28.62
2021-06-21,NW,18845,43.3,4889,11.23,13956,32.07
2021-06-21,OW,15262,40.05,3274,8.59,11988,31.46
2021-06-21,SG,228678,44.45,82971,16.13,145707,28.32
2021-06-21,SH,41286,49.68,13290,15.99,27996,33.69
2021-06-21,SO,135355,48.78,47298,17.05,88057,31.74
2021-06-21,SZ,69031,42.57,18398,11.35,50633,31.22
2021-06-21,TG,126794,44.82,38211,13.51,88583,31.31
2021-06-21,TI,172437,49.13,43654,12.44,128783,36.69
2021-06-21,UR,16798,45.62,3693,10.03,13105,35.59
2021-06-21,VD,381121,46.78,123032,15.1,258089,31.68
2021-06-21,VS,163698,46.97,47925,13.75,115773,33.22
2021-06-21,ZG,62450,48.49,22079,17.14,40371,31.35
2021-06-21,ZH,772420,49.72,270915,17.44,501505,32.28
2021-06-22,AG,326304,47.01,108698,15.66,217606,31.35
2021-06-22,AI,6498,39.88,1806,11.08,4692,28.8
2021-06-22,AR,23524,42.53,5779,10.45,17745,32.08
2021-06-22,BE,512645,49.14,143907,13.8,368738,35.35
2021-06-22,BL,145233,49.91,35843,12.32,109390,37.6
2021-06-22,BS,97150,49.38,29662,15.08,67488,34.3
2021-06-22,CH,4152762,47.9,1291791,14.9,2860971,33
2021-06-22,CHFL,4171455,47.9,1298451,14.91,2873004,32.99
2021-06-22,FL,18693,47.86,6660,17.05,12033,30.81
2021-06-22,FR,153644,47.2,56736,17.43,96908,29.77
2021-06-22,GE,245886,48.56,74564,14.73,171322,33.84
2021-06-22,GL,17264,42.26,3486,8.53,13778,33.73
2021-06-22,GR,93200,46.58,28099,14.04,65101,32.53
2021-06-22,JU,33311,45.19,11237,15.25,22074,29.95
2021-06-22,LU,184676,44.36,44414,10.67,140262,33.69
2021-06-22,NE,85959,48.87,34499,19.61,51460,29.26
2021-06-22,NW,18993,43.64,4761,10.94,14232,32.7
2021-06-22,OW,15614,40.97,3307,8.68,12307,32.3
2021-06-22,SG,229176,44.54,79026,15.36,150150,29.18
2021-06-22,SH,41545,49.99,13011,15.66,28534,34.33
2021-06-22,SO,137265,49.47,47554,17.14,89711,32.33
2021-06-22,SZ,69613,42.93,18337,11.31,51276,31.62
2021-06-22,TG,127158,44.95,37062,13.1,90096,31.85
2021-06-22,TI,174344,49.67,44021,12.54,130323,37.13
2021-06-22,UR,16801,45.63,3463,9.41,13338,36.23
2021-06-22,VD,384893,47.24,120993,14.85,263900,32.39
2021-06-22,VS,165240,47.41,47185,13.54,118055,33.87
2021-06-22,ZG,63268,49.12,22331,17.34,40937,31.78
2021-06-22,ZH,783558,50.44,272010,17.51,511548,32.93
2021-06-23,AG,328842,47.38,106942,15.41,221900,31.97
2021-06-23,AI,6521,40.02,1695,10.4,4826,29.62
2021-06-23,AR,23715,42.88,5640,10.2,18075,32.68
2021-06-23,BE,515110,49.38,140508,13.47,374602,35.91
2021-06-23,BL,147980,50.86,37019,12.72,110961,38.13
2021-06-23,BS,99415,50.53,31656,16.09,67759,34.44
2021-06-23,CH,4191648,48.34,1276765,14.73,2914883,33.62
2021-06-23,CHFL,4210357,48.34,1283154,14.73,2927203,33.61
2021-06-23,FL,18709,47.9,6389,16.36,12320,31.55
2021-06-23,FR,154387,47.43,55588,17.08,98799,30.35
2021-06-23,GE,247369,48.85,72614,14.34,174755,34.51
2021-06-23,GL,17301,42.35,3059,7.49,14242,34.86
2021-06-23,GR,93806,46.88,27410,13.7,66396,33.18
2021-06-23,JU,33315,45.2,11238,15.25,22077,29.95
2021-06-23,LU,187323,44.99,45134,10.84,142189,34.15
2021-06-23,NE,86763,49.33,34203,19.45,52560,29.88
2021-06-23,NW,19147,44,4463,10.26,14684,33.74
2021-06-23,OW,16047,42.11,3669,9.63,12378,32.48
2021-06-23,SG,230308,44.76,74751,14.53,155557,30.23
2021-06-23,SH,41769,50.26,12688,15.27,29081,34.99
2021-06-23,SO,138503,49.92,46557,16.78,91946,33.14
2021-06-23,SZ,70106,43.23,18147,11.19,51959,32.04
2021-06-23,TG,127627,45.11,35987,12.72,91640,32.39
2021-06-23,TI,176366,50.25,44454,12.67,131912,37.58
2021-06-23,UR,16873,45.83,3440,9.34,13433,36.48
2021-06-23,VD,388374,47.67,118993,14.6,269381,33.06
2021-06-23,VS,166899,47.89,46827,13.44,120072,34.45
2021-06-23,ZG,63871,49.59,22238,17.27,41633,32.33
2021-06-23,ZH,793911,51.11,271845,17.5,522066,33.61
2021-06-24,AG,331469,47.76,105324,15.17,226145,32.58
2021-06-24,AI,6527,40.06,1547,9.49,4980,30.57
2021-06-24,AR,23809,43.05,5427,9.81,18382,33.24
2021-06-24,BE,517745,49.63,136610,13.1,381135,36.54
2021-06-24,BL,150531,51.73,37859,13.01,112672,38.72
2021-06-24,BS,99472,50.56,30481,15.49,68991,35.07
2021-06-24,CH,4227092,48.75,1256399,14.49,2970693,34.26
2021-06-24,CHFL,4246012,48.75,1262690,14.5,2983322,34.25
2021-06-24,FL,18920,48.44,6291,16.11,12629,32.34
2021-06-24,FR,155209,47.68,54440,16.73,100769,30.96
2021-06-24,GE,248426,49.06,70177,13.86,178249,35.2
2021-06-24,GL,17724,43.39,3307,8.1,14417,35.29
2021-06-24,GR,94470,47.21,27059,13.52,67411,33.69
2021-06-24,JU,33432,45.36,10592,14.37,22840,30.99
2021-06-24,LU,189906,45.61,45992,11.05,143914,34.57
2021-06-24,NE,87620,49.81,34066,19.37,53554,30.45
2021-06-24,NW,19353,44.47,4286,9.85,15067,34.62
2021-06-24,OW,16153,42.39,3516,9.23,12637,33.16
2021-06-24,SG,231236,44.94,70524,13.71,160712,31.24
2021-06-24,SH,42101,50.66,12583,15.14,29518,35.52
2021-06-24,SO,139308,50.21,45540,16.41,93768,33.79
2021-06-24,SZ,70531,43.5,17755,10.95,52776,32.55
2021-06-24,TG,128079,45.27,34563,12.22,93516,33.06
2021-06-24,TI,178388,50.82,44933,12.8,133455,38.02
2021-06-24,UR,16879,45.84,3371,9.16,13508,36.69
2021-06-24,VD,392078,48.12,117181,14.38,274897,33.74
2021-06-24,VS,168294,48.29,46295,13.28,121999,35.01
2021-06-24,ZG,64529,50.1,22045,17.12,42484,32.99
2021-06-24,ZH,803823,51.75,270926,17.44,532897,34.3
2021-06-25,AG,333874,48.1,103501,14.91,230373,33.19
2021-06-25,AI,6544,40.16,1421,8.72,5123,31.44
2021-06-25,AR,23946,43.29,5181,9.37,18765,33.93
2021-06-25,BE,520791,49.93,132844,12.74,387947,37.19
2021-06-25,BL,153600,52.79,40000,13.75,113600,39.04
2021-06-25,BS,100240,50.95,29063,14.77,71177,36.18
2021-06-25,CH,4263514,49.17,1238791,14.29,3024723,34.89
2021-06-25,CHFL,4282694,49.17,1245324,14.3,3037370,34.87
2021-06-25,FL,19180,49.11,6533,16.73,12647,32.38
2021-06-25,FR,156120,47.96,53662,16.49,102458,31.48
2021-06-25,GE,249641,49.3,68123,13.45,181518,35.85
2021-06-25,GL,17883,43.78,3332,8.16,14551,35.62
2021-06-25,GR,95482,47.72,26382,13.18,69100,34.53
2021-06-25,JU,33458,45.39,9989,13.55,23469,31.84
2021-06-25,LU,192462,46.23,46915,11.27,145547,34.96
2021-06-25,NE,88501,50.31,33993,19.33,54508,30.99
2021-06-25,NW,19605,45.05,4292,9.86,15313,35.19
2021-06-25,OW,16172,42.44,3108,8.16,13064,34.28
2021-06-25,SG,232016,45.1,67410,13.1,164606,31.99
2021-06-25,SH,42587,51.24,12825,15.43,29762,35.81
2021-06-25,SO,139823,50.39,44367,15.99,95456,34.4
2021-06-25,SZ,70959,43.76,17541,10.82,53418,32.94
2021-06-25,TG,128542,45.44,33444,11.82,95098,33.61
2021-06-25,TI,180339,51.38,45311,12.91,135028,38.47
2021-06-25,UR,16971,46.09,3358,9.12,13613,36.97
2021-06-25,VD,395575,48.55,115195,14.14,280380,34.41
2021-06-25,VS,169672,48.69,45605,13.09,124067,35.6
2021-06-25,ZG,65106,50.55,21717,16.86,43389,33.69
2021-06-25,ZH,813605,52.37,270212,17.39,543393,34.98
2021-06-26,AG,334959,48.26,102190,14.72,232769,33.54
2021-06-26,AI,6547,40.18,1286,7.89,5261,32.29
2021-06-26,AR,24032,43.45,4936,8.92,19096,34.53
2021-06-26,BE,521716,50.01,131489,12.61,390227,37.41
2021-06-26,BL,153627,52.8,39991,13.74,113636,39.05
2021-06-26,BS,102232,51.96,30877,15.69,71355,36.27
2021-06-26,CH,4288317,49.46,1235168,14.25,3053149,35.21
2021-06-26,CHFL,4307497,49.46,1241700,14.26,3065797,35.2
2021-06-26,FL,19180,49.11,6532,16.73,12648,32.39
2021-06-26,FR,156827,48.18,52920,16.26,103907,31.92
2021-06-26,GE,249974,49.37,66379,13.11,183595,36.26
2021-06-26,GL,17889,43.79,3327,8.14,14562,35.65
2021-06-26,GR,95589,47.77,25989,12.99,69600,34.78
2021-06-26,JU,33497,45.44,9625,13.06,23872,32.39
2021-06-26,LU,193688,46.52,46885,11.26,146803,35.26
2021-06-26,NE,89144,50.68,34312,19.51,54832,31.17
2021-06-26,NW,19613,45.07,4289,9.86,15324,35.21
2021-06-26,OW,16175,42.45,3109,8.16,13066,34.29
2021-06-26,SG,232338,45.16,65154,12.66,167184,32.49
2021-06-26,SH,42737,51.42,12786,15.38,29951,36.04
2021-06-26,SO,139865,50.41,43759,15.77,96106,34.64
2021-06-26,SZ,71136,43.87,16776,10.35,54360,33.52
2021-06-26,TG,128778,45.52,32084,11.34,96694,34.18
2021-06-26,TI,182261,51.93,45751,13.03,136510,38.89
2021-06-26,UR,16974,46.1,3303,8.97,13671,37.13
2021-06-26,VD,397284,48.76,113543,13.94,283741,34.83
2021-06-26,VS,170201,48.84,44483,12.76,125718,36.07
2021-06-26,ZG,65815,51.1,21810,16.93,44005,34.17
2021-06-26,ZH,825419,53.14,278115,17.9,547304,35.23
2021-06-27,AG,335215,48.3,101054,14.56,234161,33.74
2021-06-27,AI,6547,40.18,1286,7.89,5261,32.29
2021-06-27,AR,24032,43.45,4936,8.92,19096,34.53
2021-06-27,BE,521852,50.03,130261,12.49,391591,37.54
2021-06-27,BL,153627,52.8,39965,13.74,113662,39.06
2021-06-27,BS,102239,51.97,28898,14.69,73341,37.28
2021-06-27,CH,4293450,49.52,1226466,14.15,3066984,35.37
2021-06-27,CHFL,4312630,49.52,1232998,14.16,3079632,35.36
2021-06-27,FL,19180,49.11,6532,16.73,12648,32.39
2021-06-27,FR,157143,48.28,51965,15.96,105178,32.31
2021-06-27,GE,249976,49.37,66372,13.11,183604,36.26
2021-06-27,GL,17889,43.79,3325,8.14,14564,35.65
2021-06-27,GR,95634,47.79,25774,12.88,69860,34.91
2021-06-27,JU,33497,45.44,9625,13.06,23872,32.39
2021-06-27,LU,194336,46.68,46439,11.15,147897,35.52
2021-06-27,NE,89144,50.68,34310,19.51,54834,31.17
2021-06-27,NW,19614,45.07,4287,9.85,15327,35.22
2021-06-27,OW,16176,42.45,3109,8.16,13067,34.29
2021-06-27,SG,232340,45.16,65144,12.66,167196,32.5
2021-06-27,SH,42765,51.46,12669,15.24,30096,36.21
2021-06-27,SO,139869,50.41,43750,15.77,96119,34.64
2021-06-27,SZ,71189,43.9,15969,9.85,55220,34.05
2021-06-27,TG,128837,45.54,30904,10.92,97933,34.62
2021-06-27,TI,184342,52.52,46517,13.25,137825,39.27
2021-06-27,UR,16974,46.1,3246,8.82,13728,37.29
2021-06-27,VD,398272,48.88,112962,13.86,285310,35.02
2021-06-27,VS,170209,48.84,44481,12.76,125728,36.08
2021-06-27,ZG,66261,51.45,21397,16.61,44864,34.83
2021-06-27,ZH,825471,53.14,277821,17.88,547650,35.25
2021-06-28,AG,337431,48.62,98112,14.14,239319,34.48
2021-06-28,AI,6585,40.42,1293,7.94,5292,32.48
2021-06-28,AR,24153,43.67,4767,8.62,19386,35.05
2021-06-28,BE,525208,50.35,128171,12.29,397037,38.06
2021-06-28,BL,154833,53.21,40140,13.8,114693,39.42
2021-06-28,BS,102909,52.31,28364,14.42,74545,37.89
2021-06-28,CH,4319224,49.82,1201387,13.86,3117837,35.96
2021-06-28,CHFL,4338435,49.81,1207691,13.87,3130744,35.95
2021-06-28,FL,19211,49.19,6304,16.14,12907,33.05
2021-06-28,FR,157676,48.44,51007,15.67,106669,32.77
2021-06-28,GE,251873,49.74,64953,12.83,186920,36.92
2021-06-28,GL,17893,43.8,3287,8.05,14606,35.75
2021-06-28,GR,97215,48.58,26358,13.17,70857,35.41
2021-06-28,JU,33630,45.63,9185,12.46,24445,33.16
2021-06-28,LU,195541,46.97,45523,10.93,150018,36.03
2021-06-28,NE,89857,51.09,33752,19.19,56105,31.9
2021-06-28,NW,19808,45.51,4269,9.81,15539,35.71
2021-06-28,OW,16365,42.94,3228,8.47,13137,34.47
2021-06-28,SG,232920,45.27,61959,12.04,170961,33.23
2021-06-28,SH,43034,51.78,12530,15.08,30504,36.7
2021-06-28,SO,140109,50.5,42372,15.27,97737,35.23
2021-06-28,SZ,71448,44.06,15637,9.64,55811,34.42
2021-06-28,TG,129057,45.62,29487,10.42,99570,35.2
2021-06-28,TI,184401,52.54,46256,13.18,138145,39.36
2021-06-28,UR,17055,46.32,3062,8.32,13993,38
2021-06-28,VD,401365,49.26,110156,13.52,291209,35.74
2021-06-28,VS,170912,49.04,43299,12.42,127613,36.62
2021-06-28,ZG,66706,51.79,20720,16.09,45986,35.71
2021-06-28,ZH,831240,53.51,273500,17.61,557740,35.9
2021-06-29,AG,339623,48.93,96028,13.84,243595,35.1
2021-06-29,AI,6593,40.47,1165,7.15,5428,33.31
2021-06-29,AR,24331,43.99,4608,8.33,19723,35.66
2021-06-29,BE,529093,50.72,126687,12.14,402406,38.58
2021-06-29,BL,155714,53.52,39427,13.55,116287,39.97
2021-06-29,BS,102947,52.33,27235,13.84,75712,38.48
2021-06-29,CH,4343977,50.1,1169858,13.49,3174119,36.61
2021-06-29,CHFL,4363208,50.1,1175898,13.5,3187310,36.6
2021-06-29,FL,19231,49.24,6040,15.47,13191,33.78
2021-06-29,FR,158161,48.59,50005,15.36,108156,33.23
2021-06-29,GE,253032,49.97,62035,12.25,190997,37.72
2021-06-29,GL,17898,43.81,3257,7.97,14641,35.84
2021-06-29,GR,98700,49.33,26743,13.37,71957,35.96
2021-06-29,JU,33847,45.92,8831,11.98,25016,33.94
2021-06-29,LU,196782,47.26,44563,10.7,152219,36.56
2021-06-29,NE,90586,51.5,33165,18.86,57421,32.65
2021-06-29,NW,20046,46.06,4368,10.04,15678,36.02
2021-06-29,OW,16542,43.41,3267,8.57,13275,34.84
2021-06-29,SG,233466,45.38,58187,11.31,175279,34.07
2021-06-29,SH,43180,51.96,12198,14.68,30982,37.28
2021-06-29,SO,140449,50.62,40960,14.76,99489,35.86
2021-06-29,SZ,71640,44.18,15328,9.45,56312,34.73
2021-06-29,TG,129386,45.73,27798,9.83,101588,35.91
2021-06-29,TI,186511,53.14,46595,13.28,139916,39.86
2021-06-29,UR,17056,46.32,2798,7.6,14258,38.72
2021-06-29,VD,404385,49.63,106483,13.07,297902,36.56
2021-06-29,VS,171561,49.23,41646,11.95,129915,37.28
2021-06-29,ZG,66896,51.94,19750,15.33,47146,36.61
2021-06-29,ZH,835552,53.79,266731,17.17,568821,36.62
2021-06-30,AG,341743,49.24,93779,13.51,247964,35.73
2021-06-30,AI,6600,40.51,978,6,5622,34.51
2021-06-30,AR,24427,44.16,4287,7.75,20140,36.41
2021-06-30,BE,531776,50.98,123789,11.87,407987,39.11
2021-06-30,BL,156644,53.84,38002,13.06,118642,40.77
2021-06-30,BS,103200,52.46,24713,12.56,78487,39.89
2021-06-30,CH,4366963,50.37,1131038,13.04,3235925,37.32
2021-06-30,CHFL,4386461,50.36,1137066,13.06,3249395,37.31
2021-06-30,FL,19498,49.92,6028,15.43,13470,34.49
2021-06-30,FR,158705,48.76,49074,15.08,109631,33.68
2021-06-30,GE,254035,50.17,59349,11.72,194686,38.45
2021-06-30,GL,18329,44.87,3579,8.76,14750,36.11
2021-06-30,GR,99278,49.62,26407,13.2,72871,36.42
2021-06-30,JU,33974,46.09,8390,11.38,25584,34.71
2021-06-30,LU,198083,47.58,43459,10.44,154624,37.14
2021-06-30,NE,91304,51.91,32410,18.43,58894,33.48
2021-06-30,NW,20343,46.74,4338,9.97,16005,36.78
2021-06-30,OW,16633,43.65,3129,8.21,13504,35.44
2021-06-30,SG,234917,45.66,53766,10.45,181151,35.21
